user_id,occurred_at,event_type,event_name,location,device,user_type
11785.0,2014-05-01 07:20:37,signup_flow,complete_signup,United States,nexus 5,2.0
11785.0,2014-05-01 07:19:10,signup_flow,create_user,United States,nexus 5,
11785.0,2014-05-01 07:19:30,signup_flow,enter_email,United States,nexus 5,
11785.0,2014-05-01 07:20:01,signup_flow,enter_info,United States,nexus 5,
11786.0,2014-05-01 07:51:07,signup_flow,create_user,Finland,samsung galaxy s4,
11786.0,2014-05-01 07:51:52,signup_flow,enter_email,Finland,samsung galaxy s4,
11786.0,2014-05-01 07:52:17,signup_flow,enter_info,Finland,samsung galaxy s4,
11787.0,2014-05-01 18:23:18,signup_flow,complete_signup,United States,macbook pro,1.0
11787.0,2014-05-01 18:21:53,signup_flow,create_user,United States,macbook pro,
11787.0,2014-05-01 18:22:32,signup_flow,enter_email,United States,macbook pro,
11787.0,2014-05-01 18:22:52,signup_flow,enter_info,United States,macbook pro,
11788.0,2014-05-01 15:58:29,signup_flow,create_user,Japan,macbook pro,
11788.0,2014-05-01 15:58:50,signup_flow,enter_email,Japan,macbook pro,
11789.0,2014-05-01 11:41:28,signup_flow,create_user,United States,nexus 5,
11789.0,2014-05-01 11:41:56,signup_flow,enter_email,United States,nexus 5,
11790.0,2014-05-01 10:38:10,signup_flow,create_user,United States,samsung galaxy s4,
11791.0,2014-05-01 15:50:33,signup_flow,complete_signup,Russia,macbook air,2.0
11791.0,2014-05-01 15:49:11,signup_flow,create_user,Russia,macbook air,
11791.0,2014-05-01 15:49:32,signup_flow,enter_email,Russia,macbook air,
11791.0,2014-05-01 15:50:05,signup_flow,enter_info,Russia,macbook air,
11792.0,2014-05-01 13:57:45,signup_flow,create_user,Germany,macbook pro,
11792.0,2014-05-01 13:58:14,signup_flow,enter_email,Germany,macbook pro,
11792.0,2014-05-01 13:58:45,signup_flow,enter_info,Germany,macbook pro,
11793.0,2014-05-01 09:29:48,signup_flow,complete_signup,United States,lenovo thinkpad,1.0
11793.0,2014-05-01 09:27:48,signup_flow,create_user,United States,lenovo thinkpad,
11793.0,2014-05-01 09:28:28,signup_flow,enter_email,United States,lenovo thinkpad,
11793.0,2014-05-01 09:29:12,signup_flow,enter_info,United States,lenovo thinkpad,
11794.0,2014-05-01 16:04:55,signup_flow,create_user,Germany,acer aspire notebook,
11795.0,2014-05-01 03:44:18,signup_flow,complete_signup,Canada,lenovo thinkpad,2.0
11795.0,2014-05-01 03:42:57,signup_flow,create_user,Canada,lenovo thinkpad,
11795.0,2014-05-01 03:43:27,signup_flow,enter_email,Canada,lenovo thinkpad,
11795.0,2014-05-01 03:43:59,signup_flow,enter_info,Canada,lenovo thinkpad,
11796.0,2014-05-01 13:39:39,signup_flow,create_user,Brazil,lenovo thinkpad,
11797.0,2014-05-01 11:53:18,signup_flow,create_user,France,macbook pro,
11797.0,2014-05-01 11:53:49,signup_flow,enter_email,France,macbook pro,
11798.0,2014-05-01 23:12:34,signup_flow,complete_signup,United States,samsung galaxy s4,3.0
11798.0,2014-05-01 23:11:04,signup_flow,create_user,United States,samsung galaxy s4,
11798.0,2014-05-01 23:11:38,signup_flow,enter_email,United States,samsung galaxy s4,
11798.0,2014-05-01 23:12:13,signup_flow,enter_info,United States,samsung galaxy s4,
11799.0,2014-05-01 12:07:10,signup_flow,complete_signup,Germany,samsung galaxy note,2.0
11799.0,2014-05-01 12:05:47,signup_flow,create_user,Germany,samsung galaxy note,
11799.0,2014-05-01 12:06:15,signup_flow,enter_email,Germany,samsung galaxy note,
11799.0,2014-05-01 12:06:44,signup_flow,enter_info,Germany,samsung galaxy note,
11800.0,2014-05-01 20:03:41,signup_flow,create_user,United Arab Emirates,windows surface,
11801.0,2014-05-01 10:15:50,signup_flow,complete_signup,Korea,samsung galaxy s4,1.0
11801.0,2014-05-01 10:14:27,signup_flow,create_user,Korea,samsung galaxy s4,
11801.0,2014-05-01 10:14:52,signup_flow,enter_email,Korea,samsung galaxy s4,
11801.0,2014-05-01 10:15:21,signup_flow,enter_info,Korea,samsung galaxy s4,
11802.0,2014-05-01 10:19:35,signup_flow,create_user,Canada,htc one,
11803.0,2014-05-01 13:16:37,signup_flow,create_user,Venezuela,acer aspire desktop,
11804.0,2014-05-01 08:09:58,signup_flow,complete_signup,United States,mac mini,3.0
11804.0,2014-05-01 08:08:46,signup_flow,create_user,United States,mac mini,
11804.0,2014-05-01 08:09:19,signup_flow,enter_email,United States,mac mini,
11804.0,2014-05-01 08:09:35,signup_flow,enter_info,United States,mac mini,
11805.0,2014-05-01 17:15:28,signup_flow,create_user,Russia,iphone 4s,
11806.0,2014-05-01 12:28:09,signup_flow,complete_signup,United Arab Emirates,iphone 5,1.0
11806.0,2014-05-01 12:26:42,signup_flow,create_user,United Arab Emirates,iphone 5,
11806.0,2014-05-01 12:27:17,signup_flow,enter_email,United Arab Emirates,iphone 5,
11806.0,2014-05-01 12:27:49,signup_flow,enter_info,United Arab Emirates,iphone 5,
11807.0,2014-05-01 09:35:33,signup_flow,create_user,United States,macbook air,
11808.0,2014-05-01 13:20:20,signup_flow,create_user,United Kingdom,asus chromebook,
11809.0,2014-05-01 15:40:42,signup_flow,complete_signup,France,dell inspiron notebook,1.0
11809.0,2014-05-01 15:39:11,signup_flow,create_user,France,dell inspiron notebook,
11809.0,2014-05-01 15:39:43,signup_flow,enter_email,France,dell inspiron notebook,
11809.0,2014-05-01 15:40:10,signup_flow,enter_info,France,dell inspiron notebook,
11810.0,2014-05-01 09:49:18,signup_flow,create_user,Japan,macbook pro,
11810.0,2014-05-01 09:49:46,signup_flow,enter_email,Japan,macbook pro,
11811.0,2014-05-01 13:58:23,signup_flow,complete_signup,Belgium,hp pavilion desktop,2.0
11811.0,2014-05-01 13:57:13,signup_flow,create_user,Belgium,hp pavilion desktop,
11811.0,2014-05-01 13:57:44,signup_flow,enter_email,Belgium,hp pavilion desktop,
11811.0,2014-05-01 13:57:57,signup_flow,enter_info,Belgium,hp pavilion desktop,
11812.0,2014-05-01 07:49:45,signup_flow,create_user,United States,nexus 5,
11813.0,2014-05-01 13:49:30,signup_flow,complete_signup,Saudi Arabia,nexus 7,3.0
11813.0,2014-05-01 13:47:47,signup_flow,create_user,Saudi Arabia,nexus 7,
11813.0,2014-05-01 13:48:25,signup_flow,enter_email,Saudi Arabia,nexus 7,
11813.0,2014-05-01 13:48:56,signup_flow,enter_info,Saudi Arabia,nexus 7,
11814.0,2014-05-01 16:16:20,signup_flow,create_user,Belgium,dell inspiron desktop,
11815.0,2014-05-01 19:00:37,signup_flow,create_user,Poland,lenovo thinkpad,
11816.0,2014-05-01 13:50:36,signup_flow,complete_signup,Sweden,macbook pro,3.0
11816.0,2014-05-01 13:49:10,signup_flow,create_user,Sweden,macbook pro,
11816.0,2014-05-01 13:49:42,signup_flow,enter_email,Sweden,macbook pro,
11816.0,2014-05-01 13:50:07,signup_flow,enter_info,Sweden,macbook pro,
11817.0,2014-05-01 09:18:46,signup_flow,create_user,Denmark,dell inspiron desktop,
11818.0,2014-05-01 19:18:04,signup_flow,complete_signup,Australia,asus chromebook,3.0
11818.0,2014-05-01 19:16:42,signup_flow,create_user,Australia,asus chromebook,
11818.0,2014-05-01 19:17:12,signup_flow,enter_email,Australia,asus chromebook,
11818.0,2014-05-01 19:17:35,signup_flow,enter_info,Australia,asus chromebook,
11819.0,2014-05-01 14:51:36,signup_flow,create_user,United States,nexus 5,
11820.0,2014-05-01 19:56:53,signup_flow,complete_signup,United States,iphone 5,2.0
11820.0,2014-05-01 19:55:22,signup_flow,create_user,United States,iphone 5,
11820.0,2014-05-01 19:55:52,signup_flow,enter_email,United States,iphone 5,
11820.0,2014-05-01 19:56:33,signup_flow,enter_info,United States,iphone 5,
11821.0,2014-05-01 16:57:39,signup_flow,create_user,France,samsung galaxy s4,
11822.0,2014-05-01 18:49:06,signup_flow,create_user,United States,iphone 5s,
11822.0,2014-05-01 18:49:34,signup_flow,enter_email,United States,iphone 5s,
11822.0,2014-05-01 18:49:59,signup_flow,enter_info,United States,iphone 5s,
11823.0,2014-05-01 19:00:51,signup_flow,complete_signup,United States,ipad air,2.0
11823.0,2014-05-01 18:59:36,signup_flow,create_user,United States,ipad air,
11823.0,2014-05-01 19:00:00,signup_flow,enter_email,United States,ipad air,
11823.0,2014-05-01 19:00:27,signup_flow,enter_info,United States,ipad air,
11824.0,2014-05-01 17:54:23,signup_flow,complete_signup,Poland,macbook pro,1.0
11824.0,2014-05-01 17:53:02,signup_flow,create_user,Poland,macbook pro,
11824.0,2014-05-01 17:53:25,signup_flow,enter_email,Poland,macbook pro,
11824.0,2014-05-01 17:54:01,signup_flow,enter_info,Poland,macbook pro,
11825.0,2014-05-01 19:25:03,signup_flow,complete_signup,Mexico,samsung galaxy s4,1.0
11825.0,2014-05-01 19:23:33,signup_flow,create_user,Mexico,samsung galaxy s4,
11825.0,2014-05-01 19:24:07,signup_flow,enter_email,Mexico,samsung galaxy s4,
11825.0,2014-05-01 19:24:39,signup_flow,enter_info,Mexico,samsung galaxy s4,
11826.0,2014-05-01 12:48:19,signup_flow,complete_signup,Israel,iphone 5,3.0
11826.0,2014-05-01 12:46:48,signup_flow,create_user,Israel,iphone 5,
11826.0,2014-05-01 12:47:16,signup_flow,enter_email,Israel,iphone 5,
11826.0,2014-05-01 12:47:48,signup_flow,enter_info,Israel,iphone 5,
11827.0,2014-05-01 15:01:43,signup_flow,create_user,India,macbook pro,
11828.0,2014-05-01 15:42:59,signup_flow,complete_signup,Italy,nexus 5,1.0
11828.0,2014-05-01 15:41:38,signup_flow,create_user,Italy,nexus 5,
11828.0,2014-05-01 15:42:10,signup_flow,enter_email,Italy,nexus 5,
11828.0,2014-05-01 15:42:38,signup_flow,enter_info,Italy,nexus 5,
11829.0,2014-05-01 18:37:26,signup_flow,complete_signup,Mexico,nexus 7,2.0
11829.0,2014-05-01 18:35:46,signup_flow,create_user,Mexico,nexus 7,
11829.0,2014-05-01 18:36:12,signup_flow,enter_email,Mexico,nexus 7,
11829.0,2014-05-01 18:36:51,signup_flow,enter_info,Mexico,nexus 7,
11830.0,2014-05-01 15:59:03,signup_flow,create_user,Canada,macbook pro,
11830.0,2014-05-01 15:59:34,signup_flow,enter_email,Canada,macbook pro,
11831.0,2014-05-01 12:56:32,signup_flow,create_user,Spain,asus chromebook,
11832.0,2014-05-01 13:17:41,signup_flow,complete_signup,Japan,macbook pro,2.0
11832.0,2014-05-01 13:16:00,signup_flow,create_user,Japan,macbook pro,
11832.0,2014-05-01 13:16:25,signup_flow,enter_email,Japan,macbook pro,
11832.0,2014-05-01 13:17:09,signup_flow,enter_info,Japan,macbook pro,
11833.0,2014-05-01 16:45:29,signup_flow,complete_signup,United Kingdom,nexus 7,1.0
11833.0,2014-05-01 16:43:55,signup_flow,create_user,United Kingdom,nexus 7,
11833.0,2014-05-01 16:44:18,signup_flow,enter_email,United Kingdom,nexus 7,
11833.0,2014-05-01 16:44:52,signup_flow,enter_info,United Kingdom,nexus 7,
11834.0,2014-05-01 18:37:40,signup_flow,complete_signup,Australia,asus chromebook,3.0
11834.0,2014-05-01 18:36:03,signup_flow,create_user,Australia,asus chromebook,
11834.0,2014-05-01 18:36:40,signup_flow,enter_email,Australia,asus chromebook,
11834.0,2014-05-01 18:37:04,signup_flow,enter_info,Australia,asus chromebook,
11835.0,2014-05-01 13:43:57,signup_flow,create_user,United Kingdom,macbook pro,
11836.0,2014-05-01 03:55:30,signup_flow,create_user,United States,iphone 4s,
11837.0,2014-05-01 12:06:21,signup_flow,create_user,United States,samsung galaxy note,
11838.0,2014-05-01 19:56:47,signup_flow,complete_signup,United States,dell inspiron notebook,3.0
11838.0,2014-05-01 19:55:32,signup_flow,create_user,United States,dell inspiron notebook,
11838.0,2014-05-01 19:55:58,signup_flow,enter_email,United States,dell inspiron notebook,
11838.0,2014-05-01 19:56:22,signup_flow,enter_info,United States,dell inspiron notebook,
11839.0,2014-05-01 07:24:13,signup_flow,complete_signup,France,lenovo thinkpad,3.0
11839.0,2014-05-01 07:22:46,signup_flow,create_user,France,lenovo thinkpad,
11839.0,2014-05-01 07:23:13,signup_flow,enter_email,France,lenovo thinkpad,
11839.0,2014-05-01 07:23:39,signup_flow,enter_info,France,lenovo thinkpad,
11840.0,2014-05-01 13:48:14,signup_flow,complete_signup,Netherlands,htc one,3.0
11840.0,2014-05-01 13:46:57,signup_flow,create_user,Netherlands,htc one,
11840.0,2014-05-01 13:47:25,signup_flow,enter_email,Netherlands,htc one,
11840.0,2014-05-01 13:47:42,signup_flow,enter_info,Netherlands,htc one,
11841.0,2014-05-02 14:48:59,signup_flow,complete_signup,United Kingdom,dell inspiron desktop,1.0
11841.0,2014-05-02 14:47:43,signup_flow,create_user,United Kingdom,dell inspiron desktop,
11841.0,2014-05-02 14:48:07,signup_flow,enter_email,United Kingdom,dell inspiron desktop,
11841.0,2014-05-02 14:48:30,signup_flow,enter_info,United Kingdom,dell inspiron desktop,
11842.0,2014-05-02 16:49:30,signup_flow,complete_signup,Germany,iphone 5,2.0
11842.0,2014-05-02 16:47:54,signup_flow,create_user,Germany,iphone 5,
11842.0,2014-05-02 16:48:21,signup_flow,enter_email,Germany,iphone 5,
11842.0,2014-05-02 16:48:47,signup_flow,enter_info,Germany,iphone 5,
11843.0,2014-05-02 08:55:48,signup_flow,complete_signup,India,ipad mini,1.0
11843.0,2014-05-02 08:54:18,signup_flow,create_user,India,ipad mini,
11843.0,2014-05-02 08:54:47,signup_flow,enter_email,India,ipad mini,
11843.0,2014-05-02 08:55:16,signup_flow,enter_info,India,ipad mini,
11844.0,2014-05-02 16:39:49,signup_flow,complete_signup,Mexico,iphone 5s,3.0
11844.0,2014-05-02 16:38:25,signup_flow,create_user,Mexico,iphone 5s,
11844.0,2014-05-02 16:38:50,signup_flow,enter_email,Mexico,iphone 5s,
11844.0,2014-05-02 16:39:17,signup_flow,enter_info,Mexico,iphone 5s,
11845.0,2014-05-02 13:04:55,signup_flow,create_user,France,iphone 5s,
11846.0,2014-05-02 06:37:49,signup_flow,create_user,Spain,ipad air,
11847.0,2014-05-02 15:44:26,signup_flow,create_user,United States,iphone 5,
11848.0,2014-05-02 09:11:02,signup_flow,create_user,France,lenovo thinkpad,
11849.0,2014-05-02 11:09:00,signup_flow,complete_signup,United States,ipad mini,3.0
11849.0,2014-05-02 11:07:50,signup_flow,create_user,United States,ipad mini,
11849.0,2014-05-02 11:08:15,signup_flow,enter_email,United States,ipad mini,
11849.0,2014-05-02 11:08:37,signup_flow,enter_info,United States,ipad mini,
11850.0,2014-05-02 03:51:43,signup_flow,complete_signup,United States,dell inspiron notebook,2.0
11850.0,2014-05-02 03:50:08,signup_flow,create_user,United States,dell inspiron notebook,
11850.0,2014-05-02 03:50:40,signup_flow,enter_email,United States,dell inspiron notebook,
11850.0,2014-05-02 03:51:12,signup_flow,enter_info,United States,dell inspiron notebook,
11851.0,2014-05-02 11:39:51,signup_flow,create_user,Germany,lenovo thinkpad,
11852.0,2014-05-02 18:17:34,signup_flow,complete_signup,Saudi Arabia,macbook pro,2.0
11852.0,2014-05-02 18:15:57,signup_flow,create_user,Saudi Arabia,macbook pro,
11852.0,2014-05-02 18:16:24,signup_flow,enter_email,Saudi Arabia,macbook pro,
11852.0,2014-05-02 18:17:03,signup_flow,enter_info,Saudi Arabia,macbook pro,
11853.0,2014-05-02 16:42:37,signup_flow,create_user,United Kingdom,ipad air,
11854.0,2014-05-02 07:45:31,signup_flow,complete_signup,United States,macbook pro,3.0
11854.0,2014-05-02 07:43:55,signup_flow,create_user,United States,macbook pro,
11854.0,2014-05-02 07:44:38,signup_flow,enter_email,United States,macbook pro,
11854.0,2014-05-02 07:45:06,signup_flow,enter_info,United States,macbook pro,
11855.0,2014-05-02 13:18:04,signup_flow,create_user,United States,macbook air,
11856.0,2014-05-02 09:13:34,signup_flow,create_user,Germany,hp pavilion desktop,
11857.0,2014-05-02 09:12:44,signup_flow,create_user,United States,acer aspire notebook,
11857.0,2014-05-02 09:13:23,signup_flow,enter_email,United States,acer aspire notebook,
11858.0,2014-05-02 08:02:02,signup_flow,complete_signup,United States,macbook pro,1.0
11858.0,2014-05-02 08:00:25,signup_flow,create_user,United States,macbook pro,
11858.0,2014-05-02 08:00:53,signup_flow,enter_email,United States,macbook pro,
11858.0,2014-05-02 08:01:24,signup_flow,enter_info,United States,macbook pro,
11859.0,2014-05-02 03:57:41,signup_flow,complete_signup,Egypt,amazon fire phone,1.0
11859.0,2014-05-02 03:56:06,signup_flow,create_user,Egypt,amazon fire phone,
11859.0,2014-05-02 03:56:38,signup_flow,enter_email,Egypt,amazon fire phone,
11859.0,2014-05-02 03:57:08,signup_flow,enter_info,Egypt,amazon fire phone,
11860.0,2014-05-02 10:55:45,signup_flow,create_user,United Kingdom,acer aspire notebook,
11861.0,2014-05-02 12:43:00,signup_flow,create_user,Nigeria,acer aspire desktop,
11861.0,2014-05-02 12:43:17,signup_flow,enter_email,Nigeria,acer aspire desktop,
11862.0,2014-05-02 16:37:39,signup_flow,create_user,Japan,nexus 7,
11863.0,2014-05-02 15:56:29,signup_flow,complete_signup,Brazil,iphone 5,3.0
11863.0,2014-05-02 15:54:47,signup_flow,create_user,Brazil,iphone 5,
11863.0,2014-05-02 15:55:19,signup_flow,enter_email,Brazil,iphone 5,
11863.0,2014-05-02 15:55:59,signup_flow,enter_info,Brazil,iphone 5,
11864.0,2014-05-02 04:47:44,signup_flow,complete_signup,Brazil,acer aspire desktop,3.0
11864.0,2014-05-02 04:46:24,signup_flow,create_user,Brazil,acer aspire desktop,
11864.0,2014-05-02 04:46:50,signup_flow,enter_email,Brazil,acer aspire desktop,
11864.0,2014-05-02 04:47:17,signup_flow,enter_info,Brazil,acer aspire desktop,
11865.0,2014-05-02 22:48:10,signup_flow,complete_signup,Japan,asus chromebook,2.0
11865.0,2014-05-02 22:46:13,signup_flow,create_user,Japan,asus chromebook,
11865.0,2014-05-02 22:46:54,signup_flow,enter_email,Japan,asus chromebook,
11865.0,2014-05-02 22:47:30,signup_flow,enter_info,Japan,asus chromebook,
11866.0,2014-05-02 11:40:37,signup_flow,create_user,Colombia,macbook air,
11867.0,2014-05-02 16:28:02,signup_flow,create_user,United States,iphone 4s,
11868.0,2014-05-02 15:18:20,signup_flow,complete_signup,Nigeria,nokia lumia 635,2.0
11868.0,2014-05-02 15:16:37,signup_flow,create_user,Nigeria,nokia lumia 635,
11868.0,2014-05-02 15:17:16,signup_flow,enter_email,Nigeria,nokia lumia 635,
11868.0,2014-05-02 15:17:50,signup_flow,enter_info,Nigeria,nokia lumia 635,
11869.0,2014-05-02 07:05:44,signup_flow,create_user,United States,lenovo thinkpad,
11869.0,2014-05-02 07:06:22,signup_flow,enter_email,United States,lenovo thinkpad,
11870.0,2014-05-02 16:10:32,signup_flow,create_user,Russia,macbook air,
11870.0,2014-05-02 16:11:04,signup_flow,enter_email,Russia,macbook air,
11871.0,2014-05-02 14:39:40,signup_flow,create_user,Thailand,lenovo thinkpad,
11872.0,2014-05-02 12:42:04,signup_flow,complete_signup,United States,iphone 5s,3.0
11872.0,2014-05-02 12:40:50,signup_flow,create_user,United States,iphone 5s,
11872.0,2014-05-02 12:41:18,signup_flow,enter_email,United States,iphone 5s,
11872.0,2014-05-02 12:41:39,signup_flow,enter_info,United States,iphone 5s,
11873.0,2014-05-02 19:33:09,signup_flow,create_user,Norway,macbook pro,
11874.0,2014-05-02 11:49:16,signup_flow,complete_signup,United States,macbook pro,2.0
11874.0,2014-05-02 11:47:56,signup_flow,create_user,United States,macbook pro,
11874.0,2014-05-02 11:48:20,signup_flow,enter_email,United States,macbook pro,
11874.0,2014-05-02 11:48:48,signup_flow,enter_info,United States,macbook pro,
11875.0,2014-05-02 14:12:16,signup_flow,complete_signup,Pakistan,nexus 5,2.0
11875.0,2014-05-02 14:10:57,signup_flow,create_user,Pakistan,nexus 5,
11875.0,2014-05-02 14:11:26,signup_flow,enter_email,Pakistan,nexus 5,
11875.0,2014-05-02 14:11:52,signup_flow,enter_info,Pakistan,nexus 5,
11876.0,2014-05-02 12:44:13,signup_flow,complete_signup,Germany,macbook pro,2.0
11876.0,2014-05-02 12:42:54,signup_flow,create_user,Germany,macbook pro,
11876.0,2014-05-02 12:43:14,signup_flow,enter_email,Germany,macbook pro,
11876.0,2014-05-02 12:43:40,signup_flow,enter_info,Germany,macbook pro,
11877.0,2014-05-02 09:26:15,signup_flow,complete_signup,Portugal,iphone 5,1.0
11877.0,2014-05-02 09:24:40,signup_flow,create_user,Portugal,iphone 5,
11877.0,2014-05-02 09:25:09,signup_flow,enter_email,Portugal,iphone 5,
11877.0,2014-05-02 09:25:45,signup_flow,enter_info,Portugal,iphone 5,
11878.0,2014-05-02 14:57:19,signup_flow,create_user,United States,iphone 5s,
11879.0,2014-05-02 17:00:57,signup_flow,complete_signup,Poland,nokia lumia 635,2.0
11879.0,2014-05-02 16:59:03,signup_flow,create_user,Poland,nokia lumia 635,
11879.0,2014-05-02 16:59:44,signup_flow,enter_email,Poland,nokia lumia 635,
11879.0,2014-05-02 17:00:12,signup_flow,enter_info,Poland,nokia lumia 635,
11880.0,2014-05-02 22:50:47,signup_flow,create_user,United States,macbook air,
11881.0,2014-05-02 13:20:05,signup_flow,complete_signup,Thailand,macbook air,2.0
11881.0,2014-05-02 13:18:37,signup_flow,create_user,Thailand,macbook air,
11881.0,2014-05-02 13:19:09,signup_flow,enter_email,Thailand,macbook air,
11881.0,2014-05-02 13:19:43,signup_flow,enter_info,Thailand,macbook air,
11882.0,2014-05-02 14:11:03,signup_flow,complete_signup,United States,nexus 7,2.0
11882.0,2014-05-02 14:09:28,signup_flow,create_user,United States,nexus 7,
11882.0,2014-05-02 14:09:54,signup_flow,enter_email,United States,nexus 7,
11882.0,2014-05-02 14:10:32,signup_flow,enter_info,United States,nexus 7,
11883.0,2014-05-02 13:55:44,signup_flow,create_user,Germany,hp pavilion desktop,
11884.0,2014-05-02 13:28:41,signup_flow,complete_signup,France,lenovo thinkpad,1.0
11884.0,2014-05-02 13:27:25,signup_flow,create_user,France,lenovo thinkpad,
11884.0,2014-05-02 13:27:49,signup_flow,enter_email,France,lenovo thinkpad,
11884.0,2014-05-02 13:28:12,signup_flow,enter_info,France,lenovo thinkpad,
11885.0,2014-05-02 09:26:06,signup_flow,create_user,Spain,samsung galaxy s4,
11886.0,2014-05-02 11:05:14,signup_flow,create_user,United States,mac mini,
11887.0,2014-05-02 11:23:09,signup_flow,complete_signup,Korea,samsumg galaxy tablet,3.0
11887.0,2014-05-02 11:21:40,signup_flow,create_user,Korea,samsumg galaxy tablet,
11887.0,2014-05-02 11:22:04,signup_flow,enter_email,Korea,samsumg galaxy tablet,
11887.0,2014-05-02 11:22:35,signup_flow,enter_info,Korea,samsumg galaxy tablet,
11888.0,2014-05-02 18:53:18,signup_flow,complete_signup,Brazil,htc one,3.0
11888.0,2014-05-02 18:51:39,signup_flow,create_user,Brazil,htc one,
11888.0,2014-05-02 18:52:10,signup_flow,enter_email,Brazil,htc one,
11888.0,2014-05-02 18:52:46,signup_flow,enter_info,Brazil,htc one,
11889.0,2014-05-02 09:19:32,signup_flow,complete_signup,Brazil,lenovo thinkpad,2.0
11889.0,2014-05-02 09:18:05,signup_flow,create_user,Brazil,lenovo thinkpad,
11889.0,2014-05-02 09:18:24,signup_flow,enter_email,Brazil,lenovo thinkpad,
11889.0,2014-05-02 09:19:00,signup_flow,enter_info,Brazil,lenovo thinkpad,
11890.0,2014-05-02 12:51:16,signup_flow,create_user,United States,macbook pro,
11891.0,2014-05-02 16:19:30,signup_flow,create_user,Singapore,iphone 4s,
11892.0,2014-05-02 10:56:35,signup_flow,create_user,South Africa,iphone 4s,
11893.0,2014-05-02 10:20:43,signup_flow,complete_signup,United States,ipad mini,3.0
11893.0,2014-05-02 10:19:01,signup_flow,create_user,United States,ipad mini,
11893.0,2014-05-02 10:19:40,signup_flow,enter_email,United States,ipad mini,
11893.0,2014-05-02 10:20:14,signup_flow,enter_info,United States,ipad mini,
11894.0,2014-05-02 06:08:15,signup_flow,complete_signup,Brazil,acer aspire notebook,1.0
11894.0,2014-05-02 06:06:49,signup_flow,create_user,Brazil,acer aspire notebook,
11894.0,2014-05-02 06:07:25,signup_flow,enter_email,Brazil,acer aspire notebook,
11894.0,2014-05-02 06:07:53,signup_flow,enter_info,Brazil,acer aspire notebook,
11895.0,2014-05-02 13:17:38,signup_flow,complete_signup,Germany,iphone 5,3.0
11895.0,2014-05-02 13:15:56,signup_flow,create_user,Germany,iphone 5,
11895.0,2014-05-02 13:16:30,signup_flow,enter_email,Germany,iphone 5,
